Latitude;Longitude;Date;Source;Channel;Merchants;Cards;Txs;Avg. amount;Category level;Category;Merchants by category;Cards by category;Txs by category;Avg. amount by category
40,425;-3,665;2015-10;all;pos;101;2358;3409;54,27934;categories;es_health;4;305;369;29,42417
40,425;-3,665;2015-10;all;pos;101;2358;3409;54,27934;categories;es_auto;18;157;166;347,05512
40,425;-3,665;2015-10;all;pos;101;2358;3409;54,27934;categories;es_barsandrestaurants;21;1001;1334;18,30181
40,425;-3,665;2015-10;all;pos;101;2358;3409;54,27934;categories;es_home;7;101;126;82,13056
40,425;-3,665;2015-10;all;pos;101;2358;3409;54,27934;categories;es_food;18;339;706;24,79045
40,425;-3,665;2015-10;all;pos;101;2358;3409;54,27934;categories;filtered;;;568;103,03655
40,425;-3,665;2015-10;bbva;pos;95;1447;2258;47,46787;categories;es_wellnessandbeauty;12;74;92;38,88239
40,425;-3,665;2015-10;bbva;pos;95;1447;2258;47,46787;categories;es_auto;17;101;105;459,96657
40,425;-3,665;2015-10;bbva;pos;95;1447;2258;47,46787;categories;es_home;6;83;106;46,02717
40,425;-3,665;2015-10;bbva;pos;95;1447;2258;47,46787;categories;es_barsandrestaurants;21;689;909;14,99734
40,425;-3,665;2015-10;bbva;pos;95;1447;2258;47,46787;categories;es_food;18;339;706;24,79045
40,425;-3,665;2015-10;bbva;pos;95;1447;2258;47,46787;categories;es_health;4;45;50;37,427
40,425;-3,665;2015-10;bbva;pos;95;1447;2258;47,46787;categories;filtered;;;290;60,08245
40,43;-3,665;2015-10;national;bbva_pos;46;6552;10735;58,06194;categories;es_wellnessandbeauty;5;135;149;41,92282
40,43;-3,665;2015-10;national;bbva_pos;46;6552;10735;58,06194;categories;es_barsandrestaurants;12;1598;2138;32,56172
40,43;-3,665;2015-10;national;bbva_pos;46;6552;10735;58,06194;categories;filtered;;;8448;64,80012
40,43;-3,665;2015-10;foreign;bbva_pos;;;;;categories;es_wellnessandbeauty;3;8;9;33,29889
40,43;-3,665;2015-10;foreign;bbva_pos;;;;;categories;es_barsandrestaurants;10;354;429;45,89895
40,43;-3,665;2015-10;foreign;bbva_pos;;;;;categories;filtered;;;821;136,22409
40,43;-3,665;2015-10;all;pos;154;9246;15104;65,30035;categories;es_fashion;6;78;86;41,85814
40,43;-3,665;2015-10;all;pos;154;9246;15104;65,30035;categories;es_barsandrestaurants;41;2559;3395;34,28324
40,43;-3,665;2015-10;all;pos;154;9246;15104;65,30035;categories;es_health;22;349;421;85,29439
40,43;-3,665;2015-10;all;pos;154;9246;15104;65,30035;categories;es_otherservices;18;384;453;46,92389
40,43;-3,665;2015-10;all;pos;154;9246;15104;65,30035;categories;es_auto;6;75;79;381,12987
40,43;-3,665;2015-10;all;pos;154;9246;15104;65,30035;categories;es_wellnessandbeauty;13;245;280;44,03261
40,43;-3,665;2015-10;all;pos;154;9246;15104;65,30035;categories;es_home;13;952;1032;39,50835
40,43;-3,665;2015-10;all;pos;154;9246;15104;65,30035;categories;filtered;;;9358;77,57306
40,43;-3,665;2015-10;bbva;pos;148;3834;7599;53,58415;categories;es_health;21;237;307;94,14436
40,43;-3,665;2015-10;bbva;pos;148;3834;7599;53,58415;categories;es_fashion;5;74;82;40,24695
40,43;-3,665;2015-10;bbva;pos;148;3834;7599;53,58415;categories;es_home;13;156;167;113,62754
40,43;-3,665;2015-10;bbva;pos;148;3834;7599;53,58415;categories;es_tech;4;48;49;49,45653
40,43;-3,665;2015-10;bbva;pos;148;3834;7599;53,58415;categories;es_otherservices;18;156;202;56,49238
40,43;-3,665;2015-10;bbva;pos;148;3834;7599;53,58415;categories;es_barsandrestaurants;40;840;1210;31,06898
40,43;-3,665;2015-10;bbva;pos;148;3834;7599;53,58415;categories;es_contents;3;51;55;26,60891
40,43;-3,665;2015-10;bbva;pos;148;3834;7599;53,58415;categories;es_wellnessandbeauty;12;120;144;46,52215
40,43;-3,665;2015-10;bbva;pos;148;3834;7599;53,58415;categories;filtered;;;5383;55,06532
40,435;-3,665;2015-10;national;bbva_pos;;;;;categories;es_wellnessandbeauty;4;71;87;40,5254
40,435;-3,665;2015-10;national;bbva_pos;;;;;categories;filtered;;;1252;99,89831
40,435;-3,665;2015-10;foreign;bbva_pos;;;;;categories;filtered;;;511;244,78111
40,435;-3,665;2015-10;all;pos;;;;;categories;es_barsandrestaurants;12;544;675;17,39184
40,435;-3,665;2015-10;all;pos;;;;;categories;es_wellnessandbeauty;14;120;143;41,42706
40,435;-3,665;2015-10;all;pos;;;;;categories;es_health;10;80;97;64,73866
40,435;-3,665;2015-10;all;pos;;;;;categories;es_tech;4;26;27;29,43074
40,435;-3,665;2015-10;all;pos;;;;;categories;es_auto;9;37;41;174,04488
40,435;-3,665;2015-10;all;pos;;;;;categories;filtered;;;1951;132,5297
40,435;-3,665;2015-10;bbva;pos;74;881;1223;41,78363;categories;es_wellnessandbeauty;13;57;65;45,98677
40,435;-3,665;2015-10;bbva;pos;74;881;1223;41,78363;categories;es_barsandrestaurants;12;316;391;16,37783
40,435;-3,665;2015-10;bbva;pos;74;881;1223;41,78363;categories;es_tech;4;26;27;29,43074
40,435;-3,665;2015-10;bbva;pos;74;881;1223;41,78363;categories;es_auto;9;37;41;174,04488
40,435;-3,665;2015-10;bbva;pos;74;881;1223;41,78363;categories;es_health;10;80;97;64,73866
40,435;-3,665;2015-10;bbva;pos;74;881;1223;41,78363;categories;filtered;;;602;45,67839
40,44;-3,665;2015-10;national;bbva_pos;13;1351;1695;49,32581;categories;filtered;;;1695;49,3258
40,44;-3,665;2015-10;foreign;bbva_pos;;;;;categories;filtered;;;19;34,38368
40,44;-3,665;2015-10;all;pos;67;1926;2582;53,27426;categories;es_barsandrestaurants;6;62;112;11,87598
40,44;-3,665;2015-10;all;pos;67;1926;2582;53,27426;categories;es_health;15;256;331;97,69187
40,44;-3,665;2015-10;all;pos;67;1926;2582;53,27426;categories;filtered;;;2139;48,5685
40,44;-3,665;2015-10;bbva;pos;66;710;1048;57,47835;categories;es_otherservices;5;64;64;43,11109
40,44;-3,665;2015-10;bbva;pos;66;710;1048;57,47835;categories;es_food;12;121;194;31,21918
40,44;-3,665;2015-10;bbva;pos;66;710;1048;57,47835;categories;es_barsandrestaurants;6;46;93;9,72978
40,44;-3,665;2015-10;bbva;pos;66;710;1048;57,47835;categories;es_health;15;199;255;69,98851
40,44;-3,665;2015-10;bbva;pos;66;710;1048;57,47835;categories;es_fashion;6;39;41;52,49854
40,44;-3,665;2015-10;bbva;pos;66;710;1048;57,47835;categories;filtered;;;401;76,10299
40,445;-3,665;2015-10;national;bbva_pos;10;1648;2800;47,17528;categories;filtered;;;2800;47,17528
40,445;-3,665;2015-10;foreign;bbva_pos;;;;;categories;filtered;;;7;451,55571
40,445;-3,665;2015-10;all;pos;79;3412;6064;45,60631;categories;es_wellnessandbeauty;9;217;276;40,10022
40,445;-3,665;2015-10;all;pos;79;3412;6064;45,60631;categories;es_barsandrestaurants;31;1054;1451;29,90649
40,445;-3,665;2015-10;all;pos;79;3412;6064;45,60631;categories;es_food;3;248;442;38,02244
40,445;-3,665;2015-10;all;pos;79;3412;6064;45,60631;categories;filtered;;;3895;52,70572
40,445;-3,665;2015-10;bbva;pos;77;2540;4851;41,67648;categories;es_wellnessandbeauty;9;217;276;40,10022
40,445;-3,665;2015-10;bbva;pos;77;2540;4851;41,67648;categories;es_barsandrestaurants;31;851;1167;31,88925
40,445;-3,665;2015-10;bbva;pos;77;2540;4851;41,67648;categories;es_health;12;378;485;71,35693
40,445;-3,665;2015-10;bbva;pos;77;2540;4851;41,67648;categories;es_food;3;248;442;38,02244
40,445;-3,665;2015-10;bbva;pos;77;2540;4851;41,67648;categories;filtered;;;2481;41,30437
40,45;-3,665;2015-10;national;bbva_pos;7;1290;1493;86,87291;categories;filtered;;;1493;86,87291
40,45;-3,665;2015-10;foreign;bbva_pos;;;;;categories;filtered;;;63;113,95635
40,45;-3,665;2015-10;all;pos;46;1891;2259;82,62251;categories;es_barsandrestaurants;19;1415;1685;80,54891
40,45;-3,665;2015-10;all;pos;46;1891;2259;82,62251;categories;es_health;5;72;95;59,29147
40,45;-3,665;2015-10;all;pos;46;1891;2259;82,62251;categories;filtered;;;479;94,54418
40,45;-3,665;2015-10;bbva;pos;46;711;900;75,36798;categories;es_otherservices;9;63;81;46,14432
40,45;-3,665;2015-10;bbva;pos;46;711;900;75,36798;categories;es_health;5;53;66;53,21636
40,45;-3,665;2015-10;bbva;pos;46;711;900;75,36798;categories;es_barsandrestaurants;19;383;501;56,35954
40,45;-3,665;2015-10;bbva;pos;46;711;900;75,36798;categories;filtered;;;252;128,35349
40,455;-3,665;2015-10;national;bbva_pos;;;;;categories;;;;;
40,455;-3,665;2015-10;foreign;bbva_pos;;;;;categories;;;;;
40,455;-3,665;2015-10;all;pos;;;;;categories;filtered;;;182;48,0933
40,455;-3,665;2015-10;bbva;pos;7;63;90;34,89722;categories;es_barsandrestaurants;7;63;90;34,89722
40,46;-3,665;2015-10;national;bbva_pos;;;;;categories;;;;;
40,46;-3,665;2015-10;all;pos;;;;;categories;filtered;;;75;121,19773
40,46;-3,665;2015-10;bbva;pos;;;;;categories;filtered;;;75;121,19773
40,465;-3,665;2015-10;national;bbva_pos;;;;;categories;filtered;;;628;37,52853
40,465;-3,665;2015-10;foreign;bbva_pos;;;;;categories;;;;;
40,465;-3,665;2015-10;all;pos;21;678;817;44,09208;categories;filtered;;;817;44,09208
40,465;-3,665;2015-10;bbva;pos;21;191;283;56,137;categories;es_wellnessandbeauty;4;23;33;34,50545
40,465;-3,665;2015-10;bbva;pos;21;191;283;56,137;categories;filtered;;;250;58,99236
40,47;-3,665;2015-10;national;bbva_pos;12;1038;1723;41,05339;categories;filtered;;;1723;41,05339
40,47;-3,665;2015-10;foreign;bbva_pos;;;;;categories;filtered;;;25;85,7908
40,47;-3,665;2015-10;all;pos;34;1484;2645;37,91271;categories;es_barsandrestaurants;7;227;427;19,85054
40,47;-3,665;2015-10;all;pos;34;1484;2645;37,91271;categories;es_food;5;589;1107;29,18308
40,47;-3,665;2015-10;all;pos;34;1484;2645;37,91271;categories;filtered;;;1111;53,55289
40,47;-3,665;2015-10;bbva;pos;33;558;1112;32,70048;categories;es_health;7;106;157;39,42822
40,47;-3,665;2015-10;bbva;pos;33;558;1112;32,70048;categories;es_barsandrestaurants;7;95;157;19,47414
40,47;-3,665;2015-10;bbva;pos;33;558;1112;32,70048;categories;filtered;;;798;33,97902
40,475;-3,665;2015-10;national;bbva_pos;;;;;categories;filtered;;;10663;25,29734
40,475;-3,665;2015-10;foreign;bbva_pos;;;;;categories;filtered;;;124;21,66686
40,475;-3,665;2015-10;all;pos;;;;;categories;filtered;;;11667;26,37627
40,475;-3,665;2015-10;bbva;pos;;;;;categories;es_otherservices;4;52;59;30,34186
40,475;-3,665;2015-10;bbva;pos;;;;;categories;filtered;;;2208;32,2992
40,48;-3,665;2015-10;national;bbva_pos;;;;;categories;filtered;;;5539;21,08384
40,48;-3,665;2015-10;foreign;bbva_pos;6;56;98;13,08571;categories;filtered;;;98;13,08571
40,48;-3,665;2015-10;all;pos;47;3580;6685;23,8406;categories;es_fashion;4;104;121;26,80033
40,48;-3,665;2015-10;all;pos;47;3580;6685;23,8406;categories;es_health;10;210;268;50,0909
40,48;-3,665;2015-10;all;pos;47;3580;6685;23,8406;categories;es_barsandrestaurants;7;878;1968;12,9361
40,48;-3,665;2015-10;all;pos;47;3580;6685;23,8406;categories;es_wellnessandbeauty;13;203;241;65,25299
40,48;-3,665;2015-10;all;pos;47;3580;6685;23,8406;categories;filtered;;;4087;24,84047
40,48;-3,665;2015-10;bbva;pos;46;1005;1735;32,32326;categories;es_health;10;208;266;49,56966
40,48;-3,665;2015-10;bbva;pos;46;1005;1735;32,32326;categories;es_wellnessandbeauty;13;134;162;51,08179
40,48;-3,665;2015-10;bbva;pos;46;1005;1735;32,32326;categories;filtered;;;1307;26,4882
40,485;-3,665;2015-10;national;bbva_pos;12;3634;5410;22,19817;categories;filtered;;;5410;22,19817
40,485;-3,665;2015-10;foreign;bbva_pos;;;;;categories;filtered;;;302;28,20652
40,485;-3,665;2015-10;all;pos;33;4979;7348;21,447;categories;filtered;;;7348;21,447
40,485;-3,665;2015-10;bbva;pos;32;1541;2280;21,05914;categories;es_barsandrestaurants;18;810;1352;21,55658
40,485;-3,665;2015-10;bbva;pos;32;1541;2280;21,05914;categories;filtered;;;928;20,33442
40,49;-3,665;2015-10;national;bbva_pos;;;;;categories;;;;;
40,49;-3,665;2015-10;foreign;bbva_pos;;;;;categories;;;;;
40,49;-3,665;2015-10;all;pos;30;2531;6068;22,78898;categories;filtered;;;6068;22,78898
40,49;-3,665;2015-10;bbva;pos;30;1812;3490;33,03705;categories;es_barsandrestaurants;12;578;1569;10,99033
40,49;-3,665;2015-10;bbva;pos;30;1812;3490;33,03705;categories;filtered;;;1921;51,04398
40,495;-3,665;2015-10;national;bbva_pos;;;;;categories;;;;;
40,495;-3,665;2015-10;all;pos;;;;;categories;filtered;;;1165;23,75534
40,495;-3,665;2015-10;bbva;pos;;;;;categories;filtered;;;1165;23,75534
40,5;-3,665;2015-10;national;bbva_pos;;;;;categories;filtered;;;54445;6,06813
40,5;-3,665;2015-10;foreign;bbva_pos;;;;;categories;filtered;;;185;8,67778
40,5;-3,665;2015-10;all;pos;;;;;categories;filtered;;;56478;6,37748
40,5;-3,665;2015-10;bbva;pos;;;;;categories;filtered;;;50710;6,41699
40,505;-3,665;2015-10;national;bbva_pos;12;2067;2416;31,7817;categories;es_health;3;536;676;51,56061
40,505;-3,665;2015-10;national;bbva_pos;12;2067;2416;31,7817;categories;filtered;;;1740;24,09748
40,505;-3,665;2015-10;foreign;bbva_pos;5;25;30;48,72367;categories;filtered;;;30;48,72367
40,505;-3,665;2015-10;all;pos;36;2668;3375;30,4436;categories;es_wellnessandbeauty;5;91;100;51,0011
40,505;-3,665;2015-10;all;pos;36;2668;3375;30,4436;categories;es_health;6;606;780;50,14624
40,505;-3,665;2015-10;all;pos;36;2668;3375;30,4436;categories;filtered;;;2495;23,46011
40,505;-3,665;2015-10;bbva;pos;36;1208;1726;26,81584;categories;es_barsandrestaurants;10;572;810;16,77779
40,505;-3,665;2015-10;bbva;pos;36;1208;1726;26,81584;categories;filtered;;;916;35,69228
40,51;-3,665;2015-10;national;bbva_pos;;;;;categories;filtered;;;384;26,32841
40,51;-3,665;2015-10;foreign;bbva_pos;;;;;categories;;;;;
40,51;-3,665;2015-10;all;pos;13;1125;1318;31,95769;categories;es_barsandrestaurants;5;692;815;28,80593
40,51;-3,665;2015-10;all;pos;13;1125;1318;31,95769;categories;filtered;;;503;37,06443
40,51;-3,665;2015-10;bbva;pos;13;837;985;34,15803;categories;es_barsandrestaurants;5;692;815;28,80593
40,51;-3,665;2015-10;bbva;pos;13;837;985;34,15803;categories;filtered;;;170;59,81665
40,515;-3,665;2015-10;all;pos;;;;;categories;;;;;
40,515;-3,665;2015-10;bbva;pos;;;;;categories;;;;;
40,52;-3,665;2015-10;national;bbva_pos;;;;;categories;;;;;
40,52;-3,665;2015-10;all;pos;;;;;categories;;;;;
40,33;-3,66;2015-10;all;pos;;;;;categories;;;;;
40,33;-3,66;2015-10;bbva;pos;;;;;categories;;;;;
40,37;-3,66;2015-10;all;pos;;;;;categories;filtered;;;19;74,89263
40,37;-3,66;2015-10;bbva;pos;;;;;categories;filtered;;;19;74,89263
40,375;-3,66;2015-10;national;bbva_pos;;;;;categories;;;;;
40,375;-3,66;2015-10;foreign;bbva_pos;;;;;categories;;;;;
40,375;-3,66;2015-10;all;pos;;;;;categories;filtered;;;772;27,36587
40,375;-3,66;2015-10;bbva;pos;;;;;categories;filtered;;;145;29,40766
40,38;-3,66;2015-10;national;bbva_pos;;;;;categories;filtered;;;8665;33,67185
40,38;-3,66;2015-10;foreign;bbva_pos;;;;;categories;filtered;;;42;47,38881
40,38;-3,66;2015-10;all;pos;52;9119;15570;34,60916;categories;es_barsandrestaurants;10;473;653;17,41619
40,38;-3,66;2015-10;all;pos;52;9119;15570;34,60916;categories;filtered;;;14917;35,36179
40,38;-3,66;2015-10;bbva;pos;;;;;categories;es_health;11;426;547;21,46653
40,38;-3,66;2015-10;bbva;pos;;;;;categories;filtered;;;7419;36,85953
40,385;-3,66;2015-10;national;bbva_pos;;;;;categories;filtered;;;274;34,49073
40,385;-3,66;2015-10;all;pos;14;377;439;40,67813;categories;filtered;;;439;40,67813
40,385;-3,66;2015-10;bbva;pos;14;155;190;50,42895;categories;filtered;;;190;50,42895
40,39;-3,66;2015-10;national;bbva_pos;;;;;categories;;;;;
40,39;-3,66;2015-10;foreign;bbva_pos;;;;;categories;;;;;
40,39;-3,66;2015-10;all;pos;25;480;595;28,92403;categories;filtered;;;595;28,92403
40,39;-3,66;2015-10;bbva;pos;25;183;241;34,20913;categories;filtered;;;241;34,20913
40,395;-3,66;2015-10;national;bbva_pos;24;1772;2036;36,6736;categories;es_wellnessandbeauty;5;798;864;30,86992
40,395;-3,66;2015-10;national;bbva_pos;24;1772;2036;36,6736;categories;es_food;7;365;459;28,15142
40,395;-3,66;2015-10;national;bbva_pos;24;1772;2036;36,6736;categories;filtered;;;713;49,19261
40,395;-3,66;2015-10;foreign;bbva_pos;16;52;58;33,41517;categories;filtered;;;58;33,41517
40,395;-3,66;2015-10;all;pos;90;3125;4598;35,31697;categories;es_wellnessandbeauty;10;850;925;31,08347
40,395;-3,66;2015-10;all;pos;90;3125;4598;35,31697;categories;es_sportsandtoys;5;198;218;57,03771
40,395;-3,66;2015-10;all;pos;90;3125;4598;35,31697;categories;es_barsandrestaurants;12;128;154;11,97136
40,395;-3,66;2015-10;all;pos;90;3125;4598;35,31697;categories;es_health;14;247;317;31,28896
40,395;-3,66;2015-10;all;pos;90;3125;4598;35,31697;categories;es_auto;3;4;4;218,5775
40,395;-3,66;2015-10;all;pos;90;3125;4598;35,31697;categories;filtered;;;2980;36,43104
40,395;-3,66;2015-10;bbva;pos;90;1572;2820;34,66404;categories;es_fashion;10;156;160;43,71925
40,395;-3,66;2015-10;bbva;pos;90;1572;2820;34,66404;categories;es_health;14;169;210;33,50157
40,395;-3,66;2015-10;bbva;pos;90;1572;2820;34,66404;categories;es_sportsandtoys;5;144;162;64,22377
40,395;-3,66;2015-10;bbva;pos;90;1572;2820;34,66404;categories;es_wellnessandbeauty;10;108;123;29,06805
40,395;-3,66;2015-10;bbva;pos;90;1572;2820;34,66404;categories;es_barsandrestaurants;12;95;115;13,55878
40,395;-3,66;2015-10;bbva;pos;90;1572;2820;34,66404;categories;es_otherservices;9;78;90;28,51989
40,395;-3,66;2015-10;bbva;pos;90;1572;2820;34,66404;categories;es_auto;3;4;4;218,5775
40,395;-3,66;2015-10;bbva;pos;90;1572;2820;34,66404;categories;filtered;;;1956;33,09929
40,4;-3,66;2015-10;national;bbva_pos;14;806;1048;40,08787;categories;es_wellnessandbeauty;3;63;81;34,5542
40,4;-3,66;2015-10;national;bbva_pos;14;806;1048;40,08787;categories;es_barsandrestaurants;4;196;252;24,52643
40,4;-3,66;2015-10;national;bbva_pos;14;806;1048;40,08787;categories;filtered;;;715;46,19936
40,4;-3,66;2015-10;foreign;bbva_pos;4;5;7;21,62286;categories;filtered;;;7;21,62286
40,4;-3,66;2015-10;all;pos;34;958;1249;38,31351;categories;es_barsandrestaurants;10;208;267;24,34779
40,4;-3,66;2015-10;all;pos;34;958;1249;38,31351;categories;es_wellnessandbeauty;6;83;107;33,49477
40,4;-3,66;2015-10;all;pos;34;958;1249;38,31351;categories;filtered;;;875;43,16432
40,4;-3,66;2015-10;bbva;pos;33;258;352;41,54469;categories;es_wellnessandbeauty;6;30;43;40,2886
40,4;-3,66;2015-10;bbva;pos;33;258;352;41,54469;categories;es_barsandrestaurants;10;41;62;20,56548
40,4;-3,66;2015-10;bbva;pos;33;258;352;41,54469;categories;es_health;8;124;147;44,89211
40,4;-3,66;2015-10;bbva;pos;33;258;352;41,54469;categories;filtered;;;100;50,1712
40,405;-3,66;2015-10;national;bbva_pos;;;;;categories;;;;;
40,405;-3,66;2015-10;foreign;bbva_pos;;;;;categories;;;;;
40,405;-3,66;2015-10;all;pos;26;234;330;51,274;categories;es_home;4;15;16;147,93625
40,405;-3,66;2015-10;all;pos;26;234;330;51,274;categories;filtered;;;314;46,34853
40,405;-3,66;2015-10;bbva;pos;25;147;199;69,33327;categories;es_home;4;15;16;147,93625
40,405;-3,66;2015-10;bbva;pos;25;147;199;69,33327;categories;filtered;;;183;62,46087
40,41;-3,66;2015-10;national;bbva_pos;;;;;categories;filtered;;;3385;27,14467
40,41;-3,66;2015-10;foreign;bbva_pos;;;;;categories;filtered;;;15;123,154
40,41;-3,66;2015-10;all;pos;37;4969;7666;33,52658;categories;es_health;6;79;95;56,80179
40,41;-3,66;2015-10;all;pos;37;4969;7666;33,52658;categories;es_barsandrestaurants;11;552;705;16,66661
40,41;-3,66;2015-10;all;pos;37;4969;7666;33,52658;categories;filtered;;;6866;34,93572
40,41;-3,66;2015-10;bbva;pos;;;;;categories;es_barsandrestaurants;11;552;705;16,66661
40,41;-3,66;2015-10;bbva;pos;;;;;categories;es_health;6;79;95;56,80179
40,41;-3,66;2015-10;bbva;pos;;;;;categories;filtered;;;3801;40,86036
40,415;-3,66;2015-10;all;pos;;;;;categories;filtered;;;14;48,39214
40,415;-3,66;2015-10;bbva;pos;;;;;categories;filtered;;;14;48,39214
40,425;-3,66;2015-10;national;bbva_pos;5;274;342;33,07132;categories;filtered;;;342;33,07132
40,425;-3,66;2015-10;foreign;bbva_pos;;;;;categories;;;;;
40,425;-3,66;2015-10;all;pos;36;1007;1359;39,07299;categories;es_auto;6;18;20;197,517
40,425;-3,66;2015-10;all;pos;36;1007;1359;39,07299;categories;es_barsandrestaurants;7;162;213;46,6777
40,425;-3,66;2015-10;all;pos;36;1007;1359;39,07299;categories;filtered;;;1126;34,82016
40,425;-3,66;2015-10;bbva;pos;35;754;1044;41,17339;categories;es_barsandrestaurants;7;76;92;70,67935
40,425;-3,66;2015-10;bbva;pos;35;754;1044;41,17339;categories;filtered;;;952;38,32197
40,43;-3,66;2015-10;national;bbva_pos;15;1490;1839;36,83034;categories;filtered;;;1839;36,83034
40,43;-3,66;2015-10;foreign;bbva_pos;;;;;categories;filtered;;;36;32,68861
40,43;-3,66;2015-10;all;pos;64;2123;2819;45,23224;categories;es_food;13;483;807;25,78714
40,43;-3,66;2015-10;all;pos;64;2123;2819;45,23224;categories;es_health;7;87;103;62,47485
40,43;-3,66;2015-10;all;pos;64;2123;2819;45,23224;categories;filtered;;;1909;52,52203
40,43;-3,66;2015-10;bbva;pos;64;832;1264;56,84729;categories;es_barsandrestaurants;11;278;318;32,98503
40,43;-3,66;2015-10;bbva;pos;64;832;1264;56,84729;categories;es_food;13;258;474;24,1853
40,43;-3,66;2015-10;bbva;pos;64;832;1264;56,84729;categories;filtered;;;472;105,72439
40,435;-3,66;2015-10;national;bbva_pos;;;;;categories;filtered;;;521;165,87695
40,435;-3,66;2015-10;foreign;bbva_pos;;;;;categories;;;;;
40,435;-3,66;2015-10;all;pos;69;2595;4699;50,63484;categories;es_otherservices;9;74;92;38,70261
40,435;-3,66;2015-10;all;pos;69;2595;4699;50,63484;categories;es_health;10;100;118;55,33347
40,435;-3,66;2015-10;all;pos;69;2595;4699;50,63484;categories;es_barsandrestaurants;24;425;661;41,50345
40,435;-3,66;2015-10;all;pos;69;2595;4699;50,63484;categories;es_wellnessandbeauty;8;98;120;33,7315
40,435;-3,66;2015-10;all;pos;69;2595;4699;50,63484;categories;filtered;;;3708;52,9562
40,435;-3,66;2015-10;bbva;pos;67;2210;4230;38,54023;categories;es_wellnessandbeauty;7;37;48;44,58292
40,435;-3,66;2015-10;bbva;pos;67;2210;4230;38,54023;categories;es_health;10;91;109;43,14275
40,435;-3,66;2015-10;bbva;pos;67;2210;4230;38,54023;categories;es_otherservices;8;73;91;36,77846
40,435;-3,66;2015-10;bbva;pos;67;2210;4230;38,54023;categories;es_barsandrestaurants;24;286;459;24,68529
40,435;-3,66;2015-10;bbva;pos;67;2210;4230;38,54023;categories;filtered;;;3523;40,16612
40,44;-3,66;2015-10;national;bbva_pos;;;;;categories;;;;;
40,44;-3,66;2015-10;foreign;bbva_pos;;;;;categories;;;;;
40,44;-3,66;2015-10;all;pos;9;167;303;69,18073;categories;filtered;;;303;69,18072
40,44;-3,66;2015-10;bbva;pos;;;;;categories;filtered;;;282;41,62546
40,445;-3,66;2015-10;national;bbva_pos;;;;;categories;;;;;
40,445;-3,66;2015-10;foreign;bbva_pos;;;;;categories;;;;;
40,445;-3,66;2015-10;all;pos;;;;;categories;filtered;;;554;14,34406
40,445;-3,66;2015-10;bbva;pos;;;;;categories;filtered;;;521;14,6985
40,45;-3,66;2015-10;national;bbva_pos;;;;;categories;es_barsandrestaurants;3;190;376;13,91981
40,45;-3,66;2015-10;national;bbva_pos;;;;;categories;filtered;;;875;41,00888
40,45;-3,66;2015-10;foreign;bbva_pos;;;;;categories;filtered;;;9;25,46333
40,45;-3,66;2015-10;all;pos;35;1062;1773;32,48746;categories;es_wellnessandbeauty;5;20;24;42,37458
40,45;-3,66;2015-10;all;pos;35;1062;1773;32,48746;categories;es_barsandrestaurants;9;284;532;18,36838
40,45;-3,66;2015-10;all;pos;35;1062;1773;32,48746;categories;filtered;;;1217;38,4645
40,45;-3,66;2015-10;bbva;pos;34;388;645;32,97766;categories;es_barsandrestaurants;9;111;179;27,16425
40,45;-3,66;2015-10;bbva;pos;34;388;645;32,97766;categories;es_wellnessandbeauty;5;20;24;42,37458
40,45;-3,66;2015-10;bbva;pos;34;388;645;32,97766;categories;filtered;;;442;34,82172
40,455;-3,66;2015-10;national;bbva_pos;11;1494;1775;51,84048;categories;filtered;;;1775;51,84048
40,455;-3,66;2015-10;foreign;bbva_pos;;;;;categories;filtered;;;39;49,32795
40,455;-3,66;2015-10;all;pos;47;2036;2563;62,83241;categories;es_health;12;176;202;173,93955
40,455;-3,66;2015-10;all;pos;47;2036;2563;62,83241;categories;es_barsandrestaurants;14;932;1123;45,77545
40,455;-3,66;2015-10;all;pos;47;2036;2563;62,83241;categories;filtered;;;1238;60,17596
40,455;-3,66;2015-10;bbva;pos;44;1329;1770;61,62682;categories;es_barsandrestaurants;14;385;507;43,83671
40,455;-3,66;2015-10;bbva;pos;44;1329;1770;61,62682;categories;filtered;;;1263;68,76822
40,46;-3,66;2015-10;national;bbva_pos;15;1574;1924;41,10865;categories;filtered;;;1924;41,10865
40,46;-3,66;2015-10;foreign;bbva_pos;8;38;41;57,85146;categories;es_barsandrestaurants;3;9;10;46,94
40,46;-3,66;2015-10;foreign;bbva_pos;8;38;41;57,85146;categories;filtered;;;31;61,37129
40,46;-3,66;2015-10;all;pos;78;3199;4938;42,0666;categories;es_barsandrestaurants;23;1266;1575;37,02629
40,46;-3,66;2015-10;all;pos;78;3199;4938;42,0666;categories;es_otherservices;7;620;725;31,64717
40,46;-3,66;2015-10;all;pos;78;3199;4938;42,0666;categories;es_health;10;158;182;40,0222
40,46;-3,66;2015-10;all;pos;78;3199;4938;42,0666;categories;filtered;;;2456;48,52614
40,46;-3,66;2015-10;bbva;pos;76;1822;3272;42,98546;categories;es_wellnessandbeauty;8;115;138;64,0663
40,46;-3,66;2015-10;bbva;pos;76;1822;3272;42,98546;categories;es_barsandrestaurants;23;698;917;34,13983
40,46;-3,66;2015-10;bbva;pos;76;1822;3272;42,98546;categories;es_otherservices;6;85;96;72,69875
40,46;-3,66;2015-10;bbva;pos;76;1822;3272;42,98546;categories;es_health;10;157;181;40,11492
40,46;-3,66;2015-10;bbva;pos;76;1822;3272;42,98546;categories;filtered;;;1940;44,46453
